tweetDate,twitterId,handle,text,profileUrl,name,tweetLink,timestamp,query
Wed Apr 12 21:05:50 +0000 2023,1464694749038886914,8102ops,"Which Politician Owns An Electric Vehicle? lol

#Senate #Governor",https://twitter.com/8102ops,꧁༺𝐕𝐢𝐤𝐭𝐨𝐫𝐢𝐚𝐧𝐚༺꧂,https://twitter.com/8102ops/status/1646258347988127744,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:10:24 +0000 2023,1623712752224051201,Spy_Balloons,"@POTUS Hey dip 💩 guess what. An electric vehicle emits 20,000 tons of Carbon emissions before it's even driven. That's 4 yrs worth of heavy driving in a gas powered vehicle. Look up why this is the case. Idi0t.",https://twitter.com/Spy_Balloons,Red Rocket,https://twitter.com/Spy_Balloons/status/1646259496610824192,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:13:59 +0000 2023,349386566,lisalupner56,@GovWhitmer You know what you can do with your electric vehicle.  What about the children in Africa being forced to mine for Kobalt?,https://twitter.com/lisalupner56,Olivia Tremanoli,https://twitter.com/lisalupner56/status/1646260398121791489,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Thu Apr 06 22:09:31 +0000 2023,1198587146795397120,TomLWisniewski,"Electric Vehicle Fires should we be concerned? 
We expect to see many more electric vehicles on our roads, driveways and in our car parks as ownership expands. During an electric vehicle fire, over 100 organic chemicals are generated, including some incredibly toxic gases such as… https://t.co/YaejhxKcVt",https://twitter.com/TomLWisniewski,Tomasz Wiśniewski 🇵🇱🇬🇧,https://twitter.com/TomLWisniewski/status/1644100046982447104,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:06:37 +0000 2023,24786780,web61,@TheFive Here's what you get with an electric vehicle. https://t.co/ws1EzC0BM8,https://twitter.com/web61,Mark Weber,https://twitter.com/web61/status/1646258545522880519,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:10:25 +0000 2023,1519433893316804610,BeverlyTedder1,"@GeraldoRivera , I truly don’t know what USA neighborhood you live in but I’m 66 and NO ONE I know is planning on or is buying an electric vehicle.  Get real!  Or waaayyyyy out of touch!",https://twitter.com/BeverlyTedder1,Beverly Tedder,https://twitter.com/BeverlyTedder1/status/1646259498737098754,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:58:14 +0000 2023,1945005680,RosenfeldRA,"https://t.co/FE9Hk6RHb4
Walmart joins the increasing # of retailers who will offer electric vehicle chargers at their US stores. They haven’t committed 2 all of them, but say that “thousands of stores” will have them by 2030 #RosenfeldRealtyAdvisors #CommercialRealEstate #Florida",https://twitter.com/RosenfeldRA,Rosenfeld Realty Advisors Orin Rosenfeld,https://twitter.com/RosenfeldRA/status/1646256435003621379,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:53:53 +0000 2023,2345227001,Rjones6849,@POTUS You're discriminating against lower income people they'll never be able to afford an electric vehicle. And where in an urban area are you going to be able to charge cars on the street,https://twitter.com/Rjones6849,Bobby Jones,https://twitter.com/Rjones6849/status/1646255337459138560,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:50:18 +0000 2023,14342661,CARandDRIVER,You have only a few more days to buy an EV under existing tax incentives; everything changes on April 18. Which carmakers are best positioned for the future? https://t.co/c2tQaAaRfQ,https://twitter.com/CARandDRIVER,Car and Driver,https://twitter.com/CARandDRIVER/status/1646254439601168385,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:46:08 +0000 2023,1387544015567040513,steakflavjello,@ACTBrigitte what is wrong with an electric vehicle?,https://twitter.com/steakflavjello,steakflavoredjello™ 🏴‍☠️ (apex alfuh male) ($8),https://twitter.com/steakflavjello/status/1646253387602710529,2023-04-14T18:03:40.352Z,"""electric vehicle"""
